[00:01:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 2
[00:01:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 3
[00:02:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 4
[00:02:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 5
[00:03:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 6
[00:03:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 7
[00:04:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 8
[00:04:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 9
[00:05:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 10
[00:05:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 11
[00:06:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 12
[00:06:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 13
[00:07:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 14
[00:07:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 15
[00:08:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 16
[00:08:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 17
[00:09:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 18
[00:09:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 19
[00:10:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 20
[00:10:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 21
[00:11:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 22
[00:11:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 23
[00:12:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 24
[00:12:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 25
[00:13:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 26
[00:13:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 27
[00:14:02,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 28
[00:14:32,248] DEBUG {LeaderSelectComp} <nid:100> Pushing new leaderUpdate 29
[00:14:52,000] INFO  {NewsComp} <nid:1>Final log, received: 1998, sent: 27
[00:14:52,003] INFO  {NewsComp} <nid:2>Final log, received: 1998, sent: 25
[00:14:52,008] INFO  {NewsComp} <nid:3>Final log, received: 1998, sent: 33
[00:14:52,012] INFO  {NewsComp} <nid:4>Final log, received: 1998, sent: 20
[00:14:52,014] INFO  {NewsComp} <nid:5>Final log, received: 1998, sent: 13
[00:14:52,016] INFO  {NewsComp} <nid:6>Final log, received: 1998, sent: 16
[00:14:52,017] INFO  {NewsComp} <nid:7>Final log, received: 1998, sent: 19
[00:14:52,019] INFO  {NewsComp} <nid:8>Final log, received: 1998, sent: 21
[00:14:52,022] INFO  {NewsComp} <nid:9>Final log, received: 1998, sent: 12
[00:14:52,027] INFO  {NewsComp} <nid:10>Final log, received: 1998, sent: 35
[00:14:52,027] INFO  {NewsComp} <nid:11>Final log, received: 1998, sent: 10
[00:14:52,029] INFO  {NewsComp} <nid:12>Final log, received: 1998, sent: 12
[00:14:52,029] INFO  {NewsComp} <nid:13>Final log, received: 1998, sent: 27
[00:14:52,029] INFO  {NewsComp} <nid:14>Final log, received: 1998, sent: 18
[00:14:52,030] INFO  {NewsComp} <nid:15>Final log, received: 1998, sent: 40
[00:14:52,034] INFO  {NewsComp} <nid:16>Final log, received: 1998, sent: 17
[00:14:52,035] INFO  {NewsComp} <nid:17>Final log, received: 1998, sent: 10
[00:14:52,036] INFO  {NewsComp} <nid:18>Final log, received: 1998, sent: 23
[00:14:52,038] INFO  {NewsComp} <nid:19>Final log, received: 1998, sent: 23
[00:14:52,042] INFO  {NewsComp} <nid:20>Final log, received: 1998, sent: 26
[00:14:52,043] INFO  {NewsComp} <nid:21>Final log, received: 1998, sent: 31
[00:14:52,045] INFO  {NewsComp} <nid:22>Final log, received: 1998, sent: 16
[00:14:52,045] INFO  {NewsComp} <nid:23>Final log, received: 1998, sent: 33
[00:14:52,048] INFO  {NewsComp} <nid:24>Final log, received: 1998, sent: 12
[00:14:52,052] INFO  {NewsComp} <nid:25>Final log, received: 1998, sent: 41
[00:14:52,056] INFO  {NewsComp} <nid:26>Final log, received: 1998, sent: 26
[00:14:52,058] INFO  {NewsComp} <nid:27>Final log, received: 1998, sent: 21
[00:14:52,059] INFO  {NewsComp} <nid:28>Final log, received: 1998, sent: 21
[00:14:52,062] INFO  {NewsComp} <nid:29>Final log, received: 1998, sent: 14
[00:14:52,065] INFO  {NewsComp} <nid:30>Final log, received: 1998, sent: 10
[00:14:52,069] INFO  {NewsComp} <nid:31>Final log, received: 1998, sent: 26
[00:14:52,071] INFO  {NewsComp} <nid:32>Final log, received: 1998, sent: 14
